Rowid,Country,State lgd code,State,District lgd code,District,Year,Households that applied for a job card,Job cards issued,Job cards issued for scheduled caste,Job cards issued for scheduled tribes,Job cards issued for non scheduled tribes or scheduled caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster rolls filled,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Households that reached a 100 day limit,Persons with disability,Non scheduled tribes or scheduled caste houeholds that worked,Total person days worked by non scheduled tribes or scheduled caste persons.,Scheduled caste houeholds that worked,Total person days worked scheduled caste persons,Scheduled tribe houeholds that worked,Total person days worked scheduled tribe persons,Households that worked on land reform or indira awas yojana,Total person days worked by women,Total person days,Scheduled caste households that reached a 100 day limit,Scheduled tribe households that reached a 100 day limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under mahatma gandhi national rural employment guarantee act (mgnrega),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts
6004,India,29,Karnataka,533,Chitradurga,2014-15,248406,248387,49818,46131,152438,89702,276474,88195,271614,19042,63038,194274,2929,225,39140,1947119,12718,642935,11180,537872,5148,1444470,3127926,643,420,7304.900,3859.340,7347.640,3944.300,11438341.720,111763,233092,72132,160960,611129347,26823,11985,14838,0
6005,India,29,Karnataka,533,Chitradurga,2015-16,249656,249627,50206,46505,152916,98864,253204,96029,244937,34168,71901,179823,8226,287,44072,2504601,14725,824049,13104,718992,5758,1886186,4047642,1752,1423,8242.960,4805.060,8269.710,4911.640,9826655.950,158665,231376,84903,146473,713826578,20745,9322,11423,0
6006,India,29,Karnataka,533,Chitradurga,2016-17,236255,236151,48094,44385,143672,109001,290988,106262,283025,58674,93734,241920,11634,456,55163,2972730,19760,1040884,18811,986911,6658,2359124,5000525,2426,2346,11805.010,6928.910,11888.130,7052.870,18826418.840,183127,281475,145612,135863,1082951934,19345,9028,10317,0
6007,India,29,Karnataka,533,Chitradurga,2017-18,256218,255271,51717,47240,156314,124497,298935,121440,289637,75643,115615,272058,1176,425,70123,3782509,23539,1255327,21953,1157877,7868,2986265,6195713,227,139,13745.050,7220.330,13930.590,7560.260,23746935.440,194645,518491,493181,25310,1368489532,17278,8189,9089,0
6008,India,29,Karnataka,533,Chitradurga,2018-19,274450,273159,54836,50753,167570,120381,230283,117817,219155,70919,109667,202112,18270,308,67094,3948294,21609,1206341,20964,1188569,6122,3194949,6343204,3260,3431,14311.880,10195.270,14494.380,14033.310,17127475.160,205561,541425,518911,22514,1481063559,16913,8118,8795,0
6009,India,29,Karnataka,533,Chitradurga,2019-20,285475,285406,62382,56566,166458,124755,235230,121939,223726,87217,115901,209337,9771,292,66822,3594658,24333,1222362,24746,1406054,0,3213833,6223074,0,0,16798.070,12636.920,16818.840,14073.500,9996462.500,223337,596744,574153,22591,1627106637,16511,8045,8466,0
6010,India,29,Karnataka,533,Chitradurga,2020-21,307610,306737,66977,60774,178986,145191,280373,142541,269327,124725,137211,255874,20261,357,79091,4614970,28943,1583446,29177,1739180,0,4086065,7937596,0,0,21563.860,4464.620,21773.050,8576.030,5694698.380,414028,601377,578984,22393,2131312678,16484,8038,8446,0
6011,India,29,Karnataka,534,Dakshina Kannada,2011-12,93972,93938,7016,5879,81043,19120,48431,19120,48430,13442,19093,48362,910,122,16574,682697,1301,45655,1218,47840,226,339868,776192,45,57,964.800,807.490,964.800,807.490,1083421.720,82834,45074,11858,33216,81083392,516,249,267,885950
6012,India,29,Karnataka,534,Dakshina Kannada,2012-13,77502,77391,5649,4825,66917,16252,40925,16244,40903,12003,14787,36464,507,78,12768,486814,1006,36857,1013,38550,125,242495,562221,36,35,770.850,362.340,775.630,369.690,16349868.030,73394,60861,14159,46702,70211645,59,17,42,46655
6013,India,29,Karnataka,534,Dakshina Kannada,2013-14,72211,70898,5123,4199,61576,21218,53707,21092,53391,20830,19919,49895,828,95,17276,690945,1397,52907,1246,50282,270,349840,794134,55,45,1429.000,301.250,1433.800,313.030,35713563.350,123458,63069,14219,48850,139532169,51,15,36,0
6014,India,29,Karnataka,534,Dakshina Kannada,2014-15,73042,72984,7214,5740,60030,14652,36802,14512,36410,14313,13714,33900,417,68,11401,417868,1212,41734,1101,40766,220,221461,500368,23,28,943.720,198.290,946.690,202.370,15342300.740,78271,73518,21109,52409,88597625,46,13,33,0
6015,India,29,Karnataka,534,Dakshina Kannada,2015-16,82749,82655,8482,6694,67479,18953,42429,18761,41903,24093,17445,38668,610,69,14000,605165,1788,70493,1657,72092,539,337498,747750,37,35,1378.800,603.360,1379.890,608.700,8061898.220,99237,104492,51472,53020,135508231,7,3,4,0
6016,India,29,Karnataka,534,Dakshina Kannada,2016-17,95290,94835,11094,8286,75455,31774,68953,31381,67560,52742,30248,64154,702,124,24017,1175874,3340,153866,2891,142633,741,684774,1472373,52,65,3449.310,1706.630,3462.350,1729.550,17530115.930,145568,154662,120937,33725,320278915,13,9,4,0
6017,India,29,Karnataka,534,Dakshina Kannada,2017-18,113604,112195,17371,11840,82984,31597,62089,31206,60808,56021,30492,58625,1012,94,24033,1196457,3684,174298,2775,137906,538,722923,1508661,64,74,3518.640,1453.800,3525.380,1494.160,22506677.290,169219,183878,163458,20420,337579875,12,10,2,0
6018,India,29,Karnataka,534,Dakshina Kannada,2018-19,123021,120277,17517,11965,90795,29805,54936,29444,53729,50971,28698,51817,1179,84,23540,1135660,2958,125054,2200,97082,420,645843,1357796,70,64,3248.710,1842.240,3257.790,1865.620,12846312.230,155806,197987,178309,19678,324461319,12,10,2,0
6019,India,29,Karnataka,534,Dakshina Kannada,2019-20,129123,129113,17884,12210,99019,27068,49011,26633,47757,47593,26119,46507,2150,76,22369,1130585,1960,80415,1790,80072,0,576472,1291072,0,0,3405.700,2229.430,3406.790,2461.410,5378835.390,149706,224049,205485,18564,334294454,12,10,2,0
6020,India,29,Karnataka,534,Dakshina Kannada,2020-21,140354,140153,18259,12570,109324,33388,61412,32988,59998,58344,32642,58922,2324,99,27973,1438474,2384,106522,2285,109210,0,722450,1654206,0,0,4607.550,1571.800,4621.000,2501.780,1988940.270,184665,226344,208014,18330,456489010,12,10,2,0
6021,India,29,Karnataka,535,Davangere,2011-12,239988,239769,50119,34592,155058,126714,336107,126690,336012,19750,126412,335261,7953,486,82425,4573794,25972,1443971,18015,1047139,993,3136146,7064904,1608,1037,6043.380,3511.880,6096.570,3546.140,41273.370,79359,131358,44510,86848,503447267,98478,42372,56106,530647354
6022,India,29,Karnataka,535,Davangere,2012-13,248345,248036,51122,35012,161902,125564,338450,125518,338352,32983,111446,293770,14178,410,73910,4151617,22619,1339323,14917,918808,958,2898401,6409748,3195,2048,9771.970,5654.500,9934.340,5923.950,8904034.290,141667,198131,56093,142038,651766295,46248,22284,23964,208220596
6023,India,29,Karnataka,535,Davangere,2013-14,246966,246176,49251,33220,163705,120082,346907,119830,346226,42642,96122,270662,13287,385,64993,3786824,18621,1103737,12508,790390,1025,2583386,5680951,2498,2241,13045.920,5903.710,13149.700,6363.840,11727058.040,204118,203442,57920,145522,1198179822,34667,16059,18608,2184988
6024,India,29,Karnataka,535,Davangere,2014-15,234775,234239,47216,31901,155122,76334,198099,75470,195460,32900,63668,167140,3294,255,43270,1889488,12382,570142,8016,380211,683,1302382,2839841,670,473,6645.980,3887.500,6736.460,4092.150,3215136.410,152963,209728,62330,147398,590321821,31606,14859,16747,3820
6025,India,29,Karnataka,535,Davangere,2015-16,235817,235177,47818,32347,155012,66793,169114,65633,165679,31899,44975,109853,5260,154,28255,1478060,9455,511246,7265,420959,914,1099493,2410265,1150,1008,4273.850,4619.260,4297.660,4750.620,7526214.250,129302,218534,80338,138196,399231738,21749,10497,11252,0
6026,India,29,Karnataka,535,Davangere,2016-17,218498,217828,45160,30707,141961,85020,218138,83316,212667,54642,72126,178545,7042,262,44683,2417811,15922,838126,11521,674677,1403,1810993,3930614,1499,1395,9732.660,5703.190,9823.690,6291.180,11822248.430,123730,325497,263436,62061,823149843,19409,9831,9578,0
6027,India,29,Karnataka,535,Davangere,2017-18,227833,225587,47120,32393,146074,79004,181160,77755,176417,54445,71497,157685,1577,264,42438,2037298,16337,770937,12722,683910,1356,1624347,3492145,263,483,7851.140,3246.330,7964.750,3462.740,12542848.150,146522,411370,383540,27830,708497096,17759,9360,8399,0
6028,India,29,Karnataka,535,Davangere,2018-19,190189,187858,38024,25732,124102,76384,173859,75098,169192,44135,66878,143009,7695,237,43574,2610325,12761,672620,10543,638039,653,1815871,3920984,1179,1374,8784.640,4704.310,9020.240,5665.520,7212765.510,128900,336021,316309,19712,811614874,15854,8837,7017,0
6029,India,29,Karnataka,535,Davangere,2019-20,195178,195168,41352,27585,126231,65027,135950,63690,131709,32324,55943,108100,3834,163,35464,1893287,11353,551029,9126,460187,0,1355093,2904503,0,0,8363.350,7910.070,8374.540,8035.630,2977680.060,101071,378795,360898,17897,821889487,14788,8392,6396,0
6030,India,29,Karnataka,535,Davangere,2020-21,209577,209523,45141,29355,135027,75400,147184,73433,140483,48570,68601,128404,7299,243,43199,2188746,15843,759182,9559,460361,0,1588946,3408289,0,0,9281.680,4018.800,9313.440,6372.760,790044.500,170298,384572,366844,17728,910082995,14723,8361,6362,0
6031,India,29,Karnataka,536,Dharwad,2011-12,119120,119078,9161,5687,104230,54046,153658,54043,153651,11325,53753,152815,1704,219,46978,1870882,4273,162929,2502,95583,185,919441,2129394,141,77,2392.640,1602.970,2392.640,1602.970,1064167.170,68159,102139,22419,79720,344523877,0,0,0,0
6032,India,29,Karnataka,536,Dharwad,2012-13,124890,124694,9270,5809,109615,47744,137704,47629,137358,16636,45993,130966,7475,213,40531,2269122,3370,184264,2092,108099,188,1104546,2561485,515,303,3418.720,1776.800,3420.010,2031.280,20969575.640,103580,98363,19542,78821,319829931,1,0,1,0
6033,India,29,Karnataka,536,Dharwad,2013-14,126726,126235,9128,5759,111348,54311,164132,54173,163767,21367,38503,114975,3647,194,34203,1647003,2581,122619,1719,82564,138,807993,1852186,225,172,4832.920,2012.470,4842.530,2037.780,50075721.610,191882,98521,19807,78714,459885971,0,0,0,0
6034,India,29,Karnataka,536,Dharwad,2014-15,125525,125496,8999,5701,110796,43349,125848,42475,123423,15602,34534,99721,1925,168,30694,1315910,2409,101740,1431,63331,104,648156,1480981,127,113,2757.880,1947.850,2764.720,1995.430,24230628.800,127858,99452,22246,77206,242914967,0,0,0,0
6035,India,29,Karnataka,536,Dharwad,2015-16,126151,126104,9000,5731,111373,44076,115339,42699,111868,14642,33725,87178,3622,141,29611,1385696,2524,109723,1590,70443,132,671302,1565862,221,159,2547.560,1265.500,2557.550,1318.170,22596298.160,113045,152083,92760,59323,244898630,0,0,0,0
6036,India,29,Karnataka,536,Dharwad,2016-17,129977,129838,9187,5903,114748,54395,133650,52905,129491,27120,45178,105444,4944,166,39451,1782271,3513,163459,2214,94406,216,843169,2040136,395,213,5345.800,2583.340,5365.340,2718.140,19026344.040,118317,178678,127960,50718,514180010,0,0,0,0
6037,India,29,Karnataka,536,Dharwad,2017-18,132796,131515,9253,5979,116283,46370,95513,44630,89347,26764,40979,79483,138,156,35353,1264041,3492,132875,2134,82533,226,593014,1479449,13,7,3370.920,1106.170,3392.330,1136.690,20419799.560,134048,227364,198808,28556,343957921,0,0,0,0
6038,India,29,Karnataka,536,Dharwad,2018-19,135849,135352,9444,6094,119814,43787,87887,42302,82299,32536,39156,74587,1172,137,34083,1363196,3157,130262,1916,78196,278,655233,1571654,68,63,3760.680,1881.470,3786.150,1902.490,9273123.180,133387,237508,210463,27045,378702660,0,0,0,0
6039,India,29,Karnataka,536,Dharwad,2019-20,138734,138731,11181,7654,119896,45820,91857,44373,85859,35051,41168,78004,3913,149,35342,1579553,3419,157003,2407,104359,0,771117,1840915,0,0,4756.440,2592.670,4763.950,2871.250,11615526.580,137880,263138,238018,25120,469780151,1,1,0,0
6040,India,29,Karnataka,536,Dharwad,2020-21,146432,146402,11561,7926,126915,55834,113788,54173,107217,42117,50970,99142,4853,194,43914,1992154,4291,202899,2765,119048,0,972645,2314101,0,0,6271.720,3085.070,6366.260,4936.860,10756679.590,292511,267738,242907,24831,620815489,1,1,0,0
6041,India,29,Karnataka,537,Gadag,2011-12,125759,125509,19569,8964,96976,35248,93465,35248,93465,5298,35086,92987,700,250,27093,888650,5519,189192,2474,80513,1093,512945,1158355,90,51,1666.910,944.410,1671.880,944.410,215618.390,50796,87234,22683,64551,169434597,508,256,252,302150
6042,India,29,Karnataka,537,Gadag,2012-13,120360,119602,17322,8156,94124,49115,124234,49035,123975,7650,43584,106532,1577,276,34603,1105156,5774,201571,3207,103278,1208,615324,1410005,210,130,2237.240,1315.580,2261.170,1380.560,5120972.280,67772,101466,23305,78161,181989479,332,167,165,172436
6043,India,29,Karnataka,537,Gadag,2013-14,113242,110961,15250,7084,88627,54782,167213,54454,166237,15366,36856,110141,2627,273,29657,1424857,5010,235335,2189,98373,1982,795437,1758565,315,140,2587.620,1047.440,2612.570,1098.230,11015137.090,156143,105373,24207,81166,243039514,318,161,157,5735
6044,India,29,Karnataka,537,Gadag,2014-15,116244,115461,15750,7131,92580,39562,115667,38649,113010,13974,29742,85339,1238,321,24170,1045168,3786,156844,1786,78489,1248,579259,1280501,120,87,3139.030,2739.680,3154.500,2775.390,8373758.600,106597,109346,28295,81051,241890898,275,136,139,0
6045,India,29,Karnataka,537,Gadag,2015-16,122269,121104,16925,7309,96870,58053,148666,56035,143543,15067,40702,99656,2914,306,32534,1266181,5487,212924,2681,105661,1668,696302,1584766,381,205,2249.980,1367.070,2253.190,1446.660,9604941.280,139997,132077,40998,91079,214880788,230,112,118,0
6046,India,29,Karnataka,537,Gadag,2016-17,128834,127480,17764,7469,102247,77507,204180,75544,198614,29847,66139,166090,7963,509,53121,2517518,8761,426797,4257,195892,2396,1409479,3140207,1100,454,7769.530,2956.920,7789.700,3047.760,8558844.470,140186,220388,173371,47017,679775486,207,95,112,0
6047,India,29,Karnataka,537,Gadag,2017-18,131539,128895,17617,7404,103874,76523,177357,74784,171028,28475,67956,146905,485,470,54810,2116061,8959,361634,4187,162973,2177,1168290,2640668,51,32,5880.400,1647.790,5899.060,1758.360,14091934.840,146115,291235,282216,9019,594880544,172,68,104,0
6048,India,29,Karnataka,537,Gadag,2018-19,137673,135168,18797,7619,108752,67401,140536,65828,133276,32960,59350,116107,4966,391,47499,2122075,8199,371438,3652,164045,1968,1210950,2657558,683,313,6406.020,3243.590,6436.120,3434.300,9237085.060,156908,310154,301919,8235,636528063,164,63,101,0
6049,India,29,Karnataka,537,Gadag,2019-20,144688,144603,24984,11075,108544,83470,175542,82010,168684,32994,75814,150154,2808,524,57474,2412611,12031,512426,6309,265101,0,1453108,3190138,0,0,8428.810,4888.190,8431.840,5038.440,4043825.380,147063,339329,331705,7624,833367390,166,69,97,0
6050,India,29,Karnataka,537,Gadag,2020-21,153609,152481,26433,11529,114519,89551,194726,88343,188775,33314,82046,169780,3661,668,61361,2332883,14139,544081,6546,243661,0,1416191,3120625,0,0,8421.920,2677.080,8487.630,3807.940,207218.720,218107,351292,343788,7504,833744059,170,73,97,0
6051,India,29,Karnataka,538,Kalaburagi,2011-12,237005,235613,43053,4975,187585,81045,258986,81045,258986,15048,80743,258120,3105,282,65392,3311462,13732,627880,1619,77104,54,1866572,4016446,431,54,4096.920,2503.120,4111.280,2513.670,21306.600,93481,105590,30561,75029,388534749,53518,16806,36712,222399316
6052,India,29,Karnataka,538,Kalaburagi,2012-13,264434,261678,45763,5187,210728,76396,267524,76390,267489,21488,71209,247006,6891,293,57828,3273167,12144,633929,1237,64545,49,1851692,3971641,1102,107,5154.430,2461.230,5377.750,2684.990,2678804.630,107361,174481,35809,138672,340111894,26973,8604,18369,65674049
6053,India,29,Karnataka,538,Kalaburagi,2013-14,307799,303616,48592,5187,249837,104635,439621,104197,437994,26681,70684,277959,6386,316,58062,3706864,11669,694436,953,55436,109,2033682,4456736,1068,112,9730.350,3617.470,9836.540,4017.910,5216790.890,189824,183588,37066,146522,875511808,21206,6724,14482,1132533
6054,India,29,Karnataka,538,Kalaburagi,2014-15,280240,279966,47780,4689,227497,65678,223635,63884,217753,13828,37912,134886,1729,171,30402,1604503,7033,347980,477,23259,32,905427,1975742,304,21,5352.440,1733.370,5394.690,2121.730,2505063.480,103377,145554,34743,110811,286741158,9328,3639,5689,0
6055,India,29,Karnataka,538,Kalaburagi,2015-16,202751,202561,41752,3277,157532,53981,139924,51826,133744,30012,41859,106693,4384,136,31669,1482371,9570,426681,620,28516,201,929588,1937568,958,68,3683.360,1702.350,3709.610,1732.010,5808040.840,113020,156874,47239,109635,295394963,6354,2687,3667,0
6056,India,29,Karnataka,538,Kalaburagi,2016-17,191361,191011,42819,2985,145207,81217,212721,78515,205131,58539,65653,166581,4614,255,49370,2272805,15403,685676,880,37751,265,1460296,2996232,1062,56,7313.900,1271.810,7384.620,1406.010,16364919.300,127720,190309,90255,100054,634563029,5767,2501,3266,0
6057,India,29,Karnataka,538,Kalaburagi,2017-18,205105,203690,47348,3068,153274,67332,142394,63995,133224,61736,53169,105425,1873,147,37808,1411526,14612,569551,749,28141,281,1013328,2009218,484,20,4629.930,445.730,4677.020,514.200,15285992.320,123699,408237,380421,27816,461353620,1283,538,745,0
6058,India,29,Karnataka,538,Kalaburagi,2018-19,251560,249571,57113,3433,189025,103340,188626,99153,174426,87253,86724,148062,5292,250,64823,2636322,20717,835976,1184,54177,488,1898215,3526475,1193,77,7084.140,1113.970,7154.440,1178.220,8273685.640,141689,460286,434131,26155,714684572,1271,537,734,0
6059,India,29,Karnataka,538,Kalaburagi,2019-20,286087,286062,66714,3753,215595,123701,219172,119880,205199,93926,107336,179568,5881,345,81204,3404840,24612,1009823,1520,69153,0,2348337,4483816,0,0,12590.590,2718.340,12624.230,3277.410,5841684.460,166458,615031,589749,25282,1233532430,1194,517,677,0
6060,India,29,Karnataka,538,Kalaburagi,2020-21,366493,366042,84435,4567,277040,199936,367452,196897,355614,117967,181519,321698,6856,606,135575,5364934,43589,1718285,2355,100551,0,3709955,7183770,0,0,19335.390,4029.620,19654.510,7003.240,4195402.880,395171,646660,621872,24788,1924284042,1194,518,676,0
6061,India,29,Karnataka,539,Hassan,2011-12,218744,217892,37365,4227,176300,79740,241851,79738,241843,10174,79506,241068,1340,237,67745,2803714,10578,399049,1183,44842,482,1513434,3247605,120,10,2461.090,2325.730,2502.550,2333.470,30408.310,76091,160997,28580,132417,435957313,641,198,443,227325
6062,India,29,Karnataka,539,Hassan,2012-13,220596,219926,37325,4167,178434,57339,175154,57214,174738,10448,50611,151827,2424,160,42384,1876288,7473,300997,754,32973,337,1032603,2210258,280,37,4470.250,2923.770,4471.770,2971.840,32342786.630,91457,165243,27455,137788,403436039,565,175,390,29250
6063,India,29,Karnataka,539,Hassan,2013-14,220526,219337,36575,3911,178851,69774,207713,69329,206304,19070,54658,157625,2372,194,46031,2055005,7825,315357,802,34912,355,1121632,2405274,232,34,4029.630,2060.010,4046.290,2147.820,40264705.460,139835,183956,29449,154507,385485779,483,145,338,0
6064,India,29,Karnataka,539,Hassan,2014-15,226123,225963,38248,3870,183845,67788,179669,66029,174984,29530,52063,137843,1280,169,43059,1618319,8194,290134,810,29057,465,909932,1937510,173,14,4810.630,3418.060,4819.620,3443.510,18850671.790,211415,192459,31848,160611,438138283,443,135,308,0
6065,India,29,Karnataka,539,Hassan,2015-16,228604,228382,39045,4039,185298,76078,185402,73740,179582,31541,54256,131011,5034,164,43140,2042456,10032,407936,1084,49500,434,1164854,2499892,688,106,4807.290,3300.250,4818.700,3327.580,36374499.890,180023,214190,46121,168069,472074459,394,133,261,0
6066,India,29,Karnataka,539,Hassan,2016-17,234385,233985,40079,4077,189829,100285,257216,96516,247051,64108,84877,212864,8227,243,69975,3893673,13410,665532,1492,81607,580,2174512,4640812,920,157,10783.590,6345.300,10829.420,6448.050,47090121.740,269667,342519,273512,69007,944538585,373,140,233,0
6067,India,29,Karnataka,539,Hassan,2017-18,237996,236976,40444,4181,192351,100778,226423,98002,216125,67741,88777,190211,934,226,73095,3496949,14116,631889,1566,73146,481,1961116,4201984,116,13,9845.500,4876.140,9920.910,5025.100,48500068.370,267496,427159,400823,26336,961704469,304,153,151,0
6068,India,29,Karnataka,539,Hassan,2018-19,244176,243025,41539,4260,197226,107757,223795,104992,212451,76409,99574,198925,10950,256,82911,4492980,14977,727278,1686,89736,641,2522164,5309994,1228,196,12578.990,7383.560,12650.860,7751.260,24985965.230,279339,442721,417955,24766,1278374441,299,150,149,0
6069,India,29,Karnataka,539,Hassan,2019-20,249361,249357,42918,4363,202076,97553,200718,93857,187226,58234,88079,173194,5679,232,73797,3893020,12828,613538,1454,74661,0,2192927,4581219,0,0,12091.780,9776.060,12143.060,12781.810,7116111.300,235515,476717,453679,23038,1192254639,293,151,142,0
6070,India,29,Karnataka,539,Hassan,2020-21,260989,260981,44337,4506,212138,109332,225907,105296,210577,66101,100542,198584,7328,253,84843,4625462,14031,699676,1668,88445,0,2605164,5413583,0,0,14912.040,3413.380,15240.880,6135.840,2338717.050,282282,479608,456681,22927,1480338290,293,151,142,0
6071,India,29,Karnataka,540,Haveri,2011-12,175010,175002,23633,17247,134122,56174,150233,56172,150225,7102,55808,149285,1594,120,42621,1911291,7297,322870,5890,263822,888,1075907,2497983,226,121,3229.060,2082.550,3229.930,2083.890,596476.130,53615,113243,28150,85093,431967143,5375,1726,3649,23199947
6233,India,31,Lakshadweep,553,Lakshadweep District,2013-14,8709,8529,9,8424,96,926,956,925,955,140,614,621,11,4,12,188,0,0,602,14248,0,3248,14436,0,11,33.840,4.840,34.120,5.000,1114.380,639,1316,1312,4,793025,6442,6419,23,2574157
6072,India,29,Karnataka,540,Haveri,2012-13,173173,173074,23382,17030,132662,46105,118183,46024,118012,11143,40951,103099,4009,99,30691,1485134,5571,267677,4689,227952,551,842202,1980763,550,455,2780.230,2032.140,2807.740,2081.990,7350562.780,76072,122088,27227,94861,248816082,2906,791,2115,4376946
6073,India,29,Karnataka,540,Haveri,2013-14,177733,177621,24103,17169,136349,54413,149730,53855,148304,12334,38103,103505,2382,127,28968,1373343,5252,249998,3883,183814,647,781417,1807155,316,290,4452.530,2339.990,4466.270,2402.710,8301116.530,130969,129070,27936,101134,435142734,2744,769,1975,37634
6074,India,29,Karnataka,540,Haveri,2014-15,178631,178585,24155,17220,137210,56336,147727,54345,142578,16107,36494,97667,1142,161,28114,1079371,4612,170820,3768,140951,712,604983,1391142,151,99,3106.700,1853.100,3109.580,1858.830,3980217.620,111430,139444,33847,105597,288162769,2562,743,1819,3480
6075,India,29,Karnataka,540,Haveri,2015-16,184123,183996,25086,17746,141164,60978,145054,58377,138898,20863,44845,104849,5354,184,33598,1708558,6221,286445,5026,233119,1158,952821,2228122,627,445,3985.590,2019.400,3990.240,2038.520,9474480.990,93890,161974,55866,106108,385721744,2273,702,1571,0
6076,India,29,Karnataka,540,Haveri,2016-17,183330,183091,24407,17766,140918,82372,200314,80236,195033,42116,70673,166739,8354,290,53603,2892562,9400,476865,7670,400873,1998,1620999,3770300,951,876,8895.680,4388.980,8913.780,4443.400,21775881.440,131750,206793,112121,94672,846632292,2098,655,1443,0
6077,India,29,Karnataka,540,Haveri,2017-18,194702,193891,25888,18548,149455,89711,199330,86486,190924,51872,78798,169491,498,296,60113,2989538,10500,495458,8185,401206,1891,1666494,3886202,75,69,8820.000,3112.670,8874.700,3193.830,27963636.740,172019,344752,314021,30731,887355296,1988,651,1337,0
6078,India,29,Karnataka,540,Haveri,2018-19,207204,205709,27477,19423,158809,85308,174576,82475,166238,52910,74980,146813,2088,269,57729,2813617,9826,442095,7425,351365,1713,1582230,3607077,193,153,8452.030,4289.070,8516.810,4341.720,19012342.790,175690,362340,332746,29594,853518779,1962,653,1309,0
6079,India,29,Karnataka,540,Haveri,2019-20,213776,213738,31935,23291,158512,78394,157606,76103,150143,48709,68617,132290,5457,315,50959,2394980,9691,413869,7967,367427,0,1408626,3176276,0,0,8475.330,5660.260,8508.100,5819.710,12421050.420,168709,417973,390944,27029,838723943,1899,677,1222,0
6080,India,29,Karnataka,540,Haveri,2020-21,232449,231648,34379,24854,172415,102589,214644,99800,205403,53529,92852,186429,6874,453,68501,3274326,13580,589123,10771,522342,0,1924557,4385791,0,0,11967.970,4750.050,12074.510,6549.100,9084737.380,284557,424416,397678,26738,1193064845,1881,681,1200,0
6081,India,29,Karnataka,541,Kodagu,2011-12,60601,60350,6332,4183,49835,21326,58202,21309,58161,3658,21087,57536,728,48,18401,942938,1803,94982,883,38523,220,512339,1076443,43,20,1269.120,786.280,1270.170,786.280,181757.830,35598,36482,11337,25145,112373912,7421,2338,5083,26537300
6082,India,29,Karnataka,541,Kodagu,2012-13,65015,64656,6675,4591,53390,16523,38390,16479,38255,3243,15500,35599,426,37,13747,561835,1204,48945,549,20365,156,282710,631145,31,14,1082.730,619.890,1085.560,624.830,7288973.440,39814,37742,11018,26724,88477287,6016,1927,4089,9485357
